Date,AROON_down_3,AROON_up_3,AROON_down_6,AROON_up_6,AROON_down_9,AROON_up_9,AROON_down_12,AROON_up_12,AROON_down_18,AROON_up_18,AROON_down_24,AROON_up_24,AROON_down_30,AROON_up_30
2003-02-12,66.66666666666667,33.333333333333336,16.666666666666668,66.66666666666667,11.11111111111111,77.77777777777777,33.333333333333336,83.33333333333334,0.0,88.88888888888889,4.166666666666667,91.66666666666667,23.333333333333336,93.33333333333334
2003-02-13,33.333333333333336,0.0,0.0,50.0,0.0,66.66666666666666,25.0,75.0,0.0,83.33333333333333,0.0,87.5,20.0,90.0
2003-02-14,100.0,66.66666666666667,100.0,33.333333333333336,0.0,55.55555555555556,16.666666666666668,66.66666666666667,0.0,77.77777777777777,0.0,83.33333333333334,16.666666666666668,86.66666666666667
2003-02-18,100.0,33.333333333333336,100.0,16.666666666666668,100.0,44.44444444444444,8.333333333333334,58.333333333333336,5.555555555555555,72.22222222222221,4.166666666666667,79.16666666666667,13.333333333333334,83.33333333333334
2003-02-19,66.66666666666667,0.0,83.33333333333334,0.0,88.88888888888889,33.33333333333333,0.0,50.0,0.0,66.66666666666666,0.0,75.0,10.0,80.0
2003-02-20,100.0,0.0,100.0,33.333333333333336,100.0,22.22222222222222,100.0,41.66666666666667,0.0,61.11111111111111,4.166666666666667,70.83333333333334,6.666666666666667,76.66666666666667
2003-02-21,100.0,0.0,100.0,16.666666666666668,100.0,11.11111111111111,100.0,33.333333333333336,100.0,55.55555555555556,0.0,66.66666666666667,3.3333333333333335,73.33333333333334
2003-02-24,66.66666666666667,100.0,83.33333333333334,0.0,88.88888888888889,0.0,91.66666666666667,25.0,94.44444444444444,50.0,0.0,62.50000000000001,0.0,70.0
2003-02-25,33.333333333333336,100.0,66.66666666666667,0.0,77.77777777777777,22.22222222222222,83.33333333333334,16.666666666666668,88.88888888888889,44.44444444444444,0.0,58.333333333333336,0.0,66.66666666666667
2003-02-26,0.0,66.66666666666667,50.0,83.33333333333334,66.66666666666666,11.11111111111111,75.0,8.333333333333334,83.33333333333333,38.888888888888886,4.166666666666667,54.16666666666667,3.3333333333333335,63.333333333333336
2003-02-27,100.0,33.333333333333336,33.333333333333336,66.66666666666667,55.55555555555556,0.0,66.66666666666667,0.0,77.77777777777777,33.33333333333333,0.0,50.0,0.0,60.0
2003-02-28,100.0,0.0,100.0,50.0,100.0,0.0,100.0,16.666666666666668,100.0,27.77777777777778,0.0,45.833333333333336,3.3333333333333335,56.66666666666667
2003-03-03,66.66666666666667,0.0,83.33333333333334,33.333333333333336,88.88888888888889,55.55555555555556,91.66666666666667,8.333333333333334,94.44444444444444,22.22222222222222,95.83333333333334,41.66666666666667,0.0,53.333333333333336
2003-03-04,33.333333333333336,100.0,66.66666666666667,16.666666666666668,77.77777777777777,44.44444444444444,83.33333333333334,0.0,88.88888888888889,16.666666666666664,91.66666666666667,37.5,0.0,50.0
2003-03-05,0.0,66.66666666666667,50.0,0.0,66.66666666666666,33.33333333333333,75.0,0.0,83.33333333333333,11.11111111111111,87.5,33.333333333333336,0.0,46.66666666666667
2003-03-06,0.0,33.333333333333336,33.333333333333336,0.0,55.55555555555556,22.22222222222222,66.66666666666667,41.66666666666667,77.77777777777777,5.555555555555555,83.33333333333334,29.166666666666668,3.3333333333333335,43.333333333333336
2003-03-07,33.333333333333336,100.0,16.666666666666668,100.0,44.44444444444444,11.11111111111111,58.333333333333336,33.333333333333336,72.22222222222221,0.0,79.16666666666667,25.0,0.0,40.0
2003-03-10,0.0,100.0,0.0,100.0,33.33333333333333,100.0,50.0,100.0,66.66666666666666,11.11111111111111,75.0,20.833333333333336,0.0,36.66666666666667
2003-03-11,0.0,66.66666666666667,0.0,83.33333333333334,22.22222222222222,88.88888888888889,41.66666666666667,91.66666666666667,61.11111111111111,5.555555555555555,70.83333333333334,16.666666666666668,76.66666666666667,33.333333333333336
2003-03-12,0.0,100.0,16.666666666666668,100.0,11.11111111111111,100.0,33.333333333333336,100.0,55.55555555555556,0.0,66.66666666666667,12.5,73.33333333333334,30.0
